web-scraper-order,web-scraper-start-url,chaussures_enfants,chaussures_enfants-href,type_shoes,price,address,image_link-src
"1732741301-479","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669952","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741307-480","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669956","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741313-481","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669958","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741320-482","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673159","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg"
"1732741326-483","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673165","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg"
"1732741333-484","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673169","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg"
"1732741339-485","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3641537","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732741346-486","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3690626","Baskets enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958985_uploaded_image1_1668074060.jpg"
"1732741352-487","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3699436","Chaussures enfants","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732741359-488","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3672156","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1732741365-489","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3704967","Chaussures bébé","1 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732741372-490","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Claquettes enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-3768510","Claquettes enfant","1 250 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg"
"1732741378-491","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3771424","Chaussures enfant","12 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732741385-492","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777592","Chaussures enfants","7 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg"
"1732741391-493","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777593","Chaussures enfants","7 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg"
"1732741398-494","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Sandales africaines enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-africaines-enfants-3778619","Sandales africaines enfants","1 500 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3778619_uploaded_image1_1657354885.jpg"
"1732741404-495","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3824846","Chaussures enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1732741411-496","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3804708","Chaussures enfants","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732741417-497","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3848408","Baskets enfant","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1732741424-498","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3851925","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741430-499","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853480","Chaussures fille","2 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1732741437-500","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853482","Chaussures fille","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1732741444-501","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3869546","Chaussures filles","6 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732741450-502","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3886285","Chaussures enfants","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1732741457-503","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3887647","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1732741463-504","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures crocs","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874870","Chaussures crocs","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg"
"1732741470-505","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures crocs","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874877","Chaussures crocs","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg"
"1732741476-506","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3895663","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1732741483-507","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897395","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741490-508","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897399","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741496-509","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussure enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfants-3920803","Chaussure enfants","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732741503-510","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3934730","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1732741509-511","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3958985","Baskets enfant","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958985_uploaded_image1_1668074060.jpg"
"1732741516-512","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Baskets enfant friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-friperie-4000080","Baskets enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4000080_uploaded_image3_1670513440.jpeg"
"1732741522-513","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-4000084","Chaussures enfant friperie","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1732741529-514","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4002819","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741535-515","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4024385","Chaussures enfants","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741542-516","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4002035","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741548-517","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures crocs","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-4038403","Chaussures crocs","6 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4038403_uploaded_image1_1673050094.jpg"
"1732741555-518","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4038506","Chaussures enfants","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741561-519","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussure Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-jordan-enfant-4040246","Chaussure Jordan enfant","7 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4040246_uploaded_image1_1673189828.jpg"
"1732741568-520","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4040305","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741574-521","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4019759","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732741581-522","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Pantoufles","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-4060976","Pantoufles","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4632466_uploaded_image1_1709901740.jpg"
"1732741587-523","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4028219","Chaussures enfant","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732741594-524","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4081818","Chaussures  enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1732741600-525","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059365","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1732741607-526","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059370","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1732741613-527","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059363","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1732741620-528","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4050259","Chaussures enfant","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732741627-529","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-4096757","Baskets enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg"
"1732741633-530","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Bottes fourrées fille","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-fourrees-fille-4110432","Bottes fourrées fille","13 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110432_uploaded_image1_1677428890.jpg"
"1732741640-531","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4111498","Chaussures enfants","12 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111498_uploaded_image1_1677508687.jpg"
"1732741647-532","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139933","Chaussures  enfant","2 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732741653-533","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139937","Chaussures enfant","2 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732741660-534","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139946","Chaussures enfant","2 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732741666-535","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Crampons pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/crampons-pour-enfant-4101596","Crampons pour enfant","12 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4101596_uploaded_image1_1676845748.jpg"
"1732741673-536","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfants friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-4140242","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1732741680-537","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4140244","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732741686-538","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4124281","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732741700-539","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Ballerines  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-4175703","Ballerines  enfant","7 500 CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175703_uploaded_image1_1681413005.jpg"
"1732741706-540","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4136187","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732741712-541","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-4187188","Chaussures bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732741719-542","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-4187241","Chaussures bébé","2 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732741725-543","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165634","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732741732-544","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165635","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732741738-545","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165645","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732741745-546","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165637","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732741751-547","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165640","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732741758-548","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Baskets enfant  Jordan","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-jordan-4201412","Baskets enfant  Jordan","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg"
"1732741764-549","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4173844","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732741770-550","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4173847","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732741777-551","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4287055","Chaussures enfant","5 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1732741783-552","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4300380","Chaussures enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732741790-553","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4327769","Chaussures enfant","18 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1732741796-554","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant - 7 paires","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-7-paires-4336733","Chaussures enfant - 7 paires","15 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732741803-555","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351183","Chaussures enfant","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg"
"1732741809-556","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351852","Chaussures enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1732741816-557","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4361430","Chaussures enfant","20 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4361430_uploaded_image2_1693749843.jpeg"
"1732741822-558","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4367839","Chaussures enfant","28 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4367839_uploaded_image2_1694130362.jpeg"
"1732741828-559","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-4385753","Baskets enfant","10 000 CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_4385753_uploaded_image1_1695314124.jpg"
"1732741835-560","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4392112","Chaussures enfant","6 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_4392112_uploaded_image1_1695751474.jpg"
"1732741842-561","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4394927","Chaussures enfant","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1732741848-562","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4396320","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732741855-563","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732741861-564","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures Skateboard","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-skateboard-4402279","Chaussures Skateboard","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402279_uploaded_image1_1696422852.jpg"
"1732741868-565","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
