type_clothes,price,address,image_link-src
Tenue homme,20 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4278238_uploaded_image1_1688343588.jpg
T-shirt Gucci,7 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593017_uploaded_image1_1646383131.jpg
T-shirt Moncler,7 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3713963_uploaded_image1_1653648711.jpg
T-shirt Lanvin,7 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3558223_uploaded_image1_1644268365.jpg
T-shirt Dsquare,7 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3558220_uploaded_image1_1644268282.jpg
T-shirt Pprada,7 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3558229_uploaded_image1_1644268766.jpg
T-shirt Essential,7 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3713950_uploaded_image1_1653648401.jpg
Pull  homme,10 000 CFA,"Guédiawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3440045_uploaded_image1_1637055360.jpg
Vêtements homme,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
Pull col roulé,7 000 CFA,"Guédiawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_1574502_uploaded_image1_1580508847.6.png
Ensemble hommes,11 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4604456_uploaded_image1_1708515566.71.jpeg
Vêtement homme,10 000 CFA,"Gueule Tapée-Fass-Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
Ensemble hommes,13 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4604456_uploaded_image1_1708515566.71.jpeg
Pantalons kakis,8 000 CFA,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4961802_uploaded_image1_1727281230.jpg
Jeans,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4700579_uploaded_image1_1713538351.26.jpeg
Vêtement homme,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
Vêtement homme,8 500 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
Vêtement homme,Prix sur demande,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
Pull homme,5 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3440045_uploaded_image1_1637055360.jpg
Vêtement homme,10 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
Chemise,15 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5060988_uploaded_image1_1732548980.25.jpeg
T-shirt,12 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4717861_uploaded_image1_1714478418.54.jpeg
Vêtement homme,8 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
Vêtement homme,7 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
Vêtement homme,6 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
T-shirt homme,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4717849_uploaded_image1_1714478046.02.jpeg
T-shirt - Nike,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593013_uploaded_image1_1646382971.jpg
T-shirt body,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3847524_uploaded_image1_1661507232.jpg
T-shirt Body homme,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3589913_uploaded_image1_1646230129.jpg
T-shirt body Chicago,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3589928_uploaded_image1_1646230509.jpg
T-shirt Body - Gucci,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3589920_uploaded_image1_1646230282.jpg
T-shirt body - Col V,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3589941_uploaded_image1_1646230795.jpg
Polo homme,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4744933_uploaded_image1_1715777764.2.jpeg
Chemise lin homme,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3834138_uploaded_image1_1660739023.jpg
Culotte homme,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3591367_uploaded_image1_1646302059.jpg
T-shirt - Amiri,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3615974_uploaded_image1_1647733378.jpg
T-shirt - Moncler,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3713963_uploaded_image1_1653648711.jpg
T-shirt - Nasa,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593003_uploaded_image1_1646382473.jpg
T-shirt - Givenchy,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593020_uploaded_image1_1646383223.jpg
T-shirt - Gucci,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593017_uploaded_image1_1646383131.jpg
T-shirt - Nike,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593013_uploaded_image1_1646382971.jpg
T-shirt - Louis  Vuitton,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593010_uploaded_image1_1646382756.jpg
T-shirt - Dior,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3713946_uploaded_image1_1653648299.jpg
T-shirt - Fear of god,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3713954_uploaded_image1_1653648556.jpg
T-shirt -  Amiri,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3615974_uploaded_image1_1647733378.jpg
T-shirt - Burberry,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593058_uploaded_image1_1646384455.jpg
T-shirt - Balencia,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593056_uploaded_image1_1646384372.jpg
T-shirt - Channel,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3593053_uploaded_image1_1646384236.jpg
Pantalons kaki coton,10 000 CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2886464_uploaded_image1_1610478663.jpg
Jallabè homme,12 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4121220_uploaded_image1_1678037596.jpg
Vêtements homme,30 000 CFA,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg
